PrimaryKey,species,density,speciescount,source,reckey,rh_hydrologicfunction,rh_hf_sum,rh_commentshf,rh_bioticintegrity,rh_bi_sum,rh_commentsbi,rh_soilsitestability,rh_sss_sum,rh_commentsss,rh_plantcommunitycomp,DBKey,ecositeID,latitude_nad83,longitude_nad83,state,elevation,county,percentcoveredbyecosite,AH_PerenForbGrassCover,AH_ShrubCover,BareSoilCover,SoilStability_All,modis_landcover
11081807562944132011-09-01,JUNIP,NA,NA,TerrADat,1209270812238777,SM,1.4,NA,M,1.6666666666666667,***Refer to separate Jackson Mountain 2012 DIMA to retrieve AIM data (1 line of LPI).,NS,1.1,NA,2,2011,R023XY076NV,41.38655665,-118.46543289,NV,1583,Humboldt,NA,21.33333333,22.66666667,4,4.33333333,Grasslands
12071913185899812012-09-01,PIMO,NA,NA,TerrADat,1207231504206369,SM,1.3,NA,M,1.7777777777777777,NA,NS,1.1,NA,1,2012,R026XY016NV,39.25909719,-119.43344137,NV,1580,Lyon,NA,20,26,4,2.5,Grasslands
12071017191966422012-09-01,JUOS,NA,NA,TerrADat,1207101950422916,ME,2,"Due to Pinyon-Juniper encroachment and loss of bunchgrasses, Hydrologic function for this sight is impared.",M,1.7777777777777777,"PJ encroachment, invasion by cheatgrass, and loss of bunchgrasses have greatly reuced the ecological integrity of this site.",M,1.6,"The water flow patterns, rills, and pedastaling are putting the stability of this site at risk.",4,2012,R026XY016NV,38.99928548,-119.63353984,NV,1601,Douglas,NA,4,21.33333333,31.33333333,2.27777778,Grasslands
12071017191966422012-09-01,PIMO,NA,NA,TerrADat,1207101950422916,ME,2,"Due to Pinyon-Juniper encroachment and loss of bunchgrasses, Hydrologic function for this sight is impared.",M,1.7777777777777777,"PJ encroachment, invasion by cheatgrass, and loss of bunchgrasses have greatly reuced the ecological integrity of this site.",M,1.6,"The water flow patterns, rills, and pedastaling are putting the stability of this site at risk.",4,2012,R026XY016NV,38.99928548,-119.63353984,NV,1601,Douglas,NA,4,21.33333333,31.33333333,2.27777778,Grasslands
12080712362685222012-09-01,PIMO,NA,NA,TerrADat,120809105253790,NS,1.2,NA,SM,1.3333333333333333,"Moderate decrease in perennial bunch grasses, they are no longer dominate on the plot.",NS,1.2,There are more water flow patterns than expected.  The soil stability value is slightly less than what is expected.,1,2012,R028BY029NV,39.863273649999996,-116.3552323,NV,2553,Eureka,NA,26,52.66666667,4.66666667,2.61111111,Grasslands
11072513425060122011-09-01,JUNIP,NA,NA,TerrADat,1108040725166537,NS,1.3,"Deep rooted bunchgrasses are sparse in interspaces, but infiltration does not appear to be reduced. More litter than expected, scattered randomly; no evidence of litter movement via water.",SM,1.5555555555555556,"BRTE, RANUN, and DEPI scattered throughout site. GUSA2 common throughout. Bunchgrasses appear slightly reduced from expected. Otherwise, vegetation appears vigorous and diverse.",NS,1.1,"Interspaces here are platy and stabilized by living crust and gravel. Large woody litter was found in interspaces but randomly, as though by wind or animal movement.",2,2011,R028BY011NV,39.65436303,-116.88833005,NV,1989,Lander,NA,10.66666667,23.33333333,20.66666667,3.38888889,Grasslands
11072513425060122011-09-01,PIMOF,NA,NA,TerrADat,1108040725166537,NS,1.3,"Deep rooted bunchgrasses are sparse in interspaces, but infiltration does not appear to be reduced. More litter than expected, scattered randomly; no evidence of litter movement via water.",SM,1.5555555555555556,"BRTE, RANUN, and DEPI scattered throughout site. GUSA2 common throughout. Bunchgrasses appear slightly reduced from expected. Otherwise, vegetation appears vigorous and diverse.",NS,1.1,"Interspaces here are platy and stabilized by living crust and gravel. Large woody litter was found in interspaces but randomly, as though by wind or animal movement.",2,2011,R028BY011NV,39.65436303,-116.88833005,NV,1989,Lander,NA,10.66666667,23.33333333,20.66666667,3.38888889,Grasslands
11072612544668432011-09-01,JUOS,NA,NA,TerrADat,1107261423591642,NS,1.2,NA,NS,1.2222222222222223,JUOS may pose future encroachment issues.,SM,1.3,NA,1,2011,R028BY080NV,39.37202352,-115.19014091,NV,1951,White Pine,NA,20,32,19.33333333,2.64705882,Grasslands
11072615390557282011-09-01,JUOS,NA,NA,TerrADat,1107261711439515,NS,1.2,NA,M,1.5555555555555556,encroachment will most likely get worse. Brte will inrease,NS,1.2,NA,1,2011,R028BY087NV,39.43503448,-115.13852711,NV,2115,White Pine,NA,29.33333333,32.66666667,8,3.33333333,Grasslands
11072707550715772011-09-01,PIMO,NA,NA,TerrADat,1107270938006520,NS,1.1,NA,M,1.8888888888888888,encroachment main issue grasses diminished,NS,1,NA,1,2011,R028BY086NV,39.42148788,-115.17516599,NV,2074,White Pine,NA,8.66666667,30.66666667,18,3.44444444,Grasslands
11072707550715772011-09-01,JUOS,NA,NA,TerrADat,1107270938006520,NS,1.1,NA,M,1.8888888888888888,encroachment main issue grasses diminished,NS,1,NA,1,2011,R028BY086NV,39.42148788,-115.17516599,NV,2074,White Pine,NA,8.66666667,30.66666667,18,3.44444444,Grasslands
13060608465111872013-09-01,JUOS,NA,NA,TerrADat,1306061312597800,SM,1.4,Decrease in deep-rooted bunchgrasses as well as increased water flow patterns have slightly to moderately decreased the hydrologic function of this site.,SM,1.4444444444444444,Loss of deep-rooted bunchgrasses as well as invasion of cheatgrass have a slight effect on biological integrity.,NS,1.2,Loss of soil aggregate stability in water flow patterns slightly reduces soil stability.,3,2013,R027XY008NV,39.44284817,-118.32227591,NV,1837,Churchill,NA,3.33333333,12.66666667,6.66666667,2.625,Grasslands
11042009184592572011-09-01,PIMO,NA,NA,TerrADat,1108241049323865,NS,1.2,Litter and Bare Ground  is less than expected  Not enough to move average,NS,1.2222222222222223,"less Bunchgrasses than shrubs , Not enough to move rating",NS,1.1,Bare Ground is less than expected,1,2011,R023XY048NV,41.68358661,-118.70408854,NV,2534,Humboldt,NA,40.66666667,24.66666667,17.33333333,3.77777778,Grasslands
11082010264113492011-09-01,JUOS,NA,NA,TerrADat,1108201147034373,SM,1.3,NA,NS,1.1111111111111112,NA,NS,1.2,NA,2,2011,R028BY011NV,39.3812411,-115.89027973,NV,1892,White Pine,NA,29.33333333,30.66666667,20,5.22222222,Grasslands
11082013195059562011-09-01,PIMO,NA,NA,TerrADat,1108201517334653,SM,1.5,NA,M,2,"encroachment, lack of perennial grasses.This site, however, is a drier BY 16 and thus we rated this more fairly keeping this in mind. Furthermore, this site's unstable landform and grade were also kept in mind when IIRH rating this plot",NS,1.3,NA,2,2011,R028BY016NV,39.38242487,-115.85620661,NV,1937,White Pine,NA,8.66666667,8,12,4.16666667,Croplands
11082013195059562011-09-01,JUOS,NA,NA,TerrADat,1108201517334653,SM,1.5,NA,M,2,"encroachment, lack of perennial grasses.This site, however, is a drier BY 16 and thus we rated this more fairly keeping this in mind. Furthermore, this site's unstable landform and grade were also kept in mind when IIRH rating this plot",NS,1.3,NA,2,2011,R028BY016NV,39.38242487,-115.85620661,NV,1937,White Pine,NA,8.66666667,8,12,4.16666667,Croplands
1108210737552102011-09-01,JUOS,NA,NA,TerrADat,1108210914497494,SM,1.4,NA,NS,1.2222222222222223,NA,SM,1.5,soil stability values w/ evidence of erosion,1,2011,R028BY008NV,39.40154329,-115.69109381,NV,2122,White Pine,NA,17.33333333,42.66666667,6,2.5,Grasslands
11082110262235442011-09-01,JUOS,NA,NA,TerrADat,1108211153546491,SM,1.6,NA,M,1.8888888888888888,NA,SM,1.6,NA,2,2011,R028BY093NV,39.36320202,-115.66864148,NV,2011,White Pine,NA,2,16,21.33333333,4,Grasslands
11082110262235442011-09-01,PIMO,NA,NA,TerrADat,1108211153546491,SM,1.6,NA,M,1.8888888888888888,NA,SM,1.6,NA,2,2011,R028BY093NV,39.36320202,-115.66864148,NV,2011,White Pine,NA,2,16,21.33333333,4,Grasslands
11082113115397472011-09-01,JUOS,NA,NA,TerrADat,110822145245693,SM,1.5,NA,SM,1.2222222222222223,NA,NS,1.4,NA,2,2011,R028BY011NV,39.33895121,-115.66514494,NV,1956,White Pine,NA,8,37.33333333,16.66666667,4.44444444,Grasslands
11082115485819982011-09-01,PIMO,NA,NA,TerrADat,1108211726582848,NS,1.3,NA,M,1.5555555555555556,encroachment poses potential future concern. Downward trend,NS,1.2,NA,1,2011,R028BY086NV,39.24648235,-115.60710525,NV,1982,White Pine,NA,45.33333333,14.66666667,8.66666667,2.83333333,Savannas
11082115485819982011-09-01,JUOS,NA,NA,TerrADat,1108211726582848,NS,1.3,NA,M,1.5555555555555556,encroachment poses potential future concern. Downward trend,NS,1.2,NA,1,2011,R028BY086NV,39.24648235,-115.60710525,NV,1982,White Pine,NA,45.33333333,14.66666667,8.66666667,2.83333333,Savannas
12082915531750952012-09-01,JUOS,NA,NA,TerrADat,120902100650549,NS,1.1,NA,SM,1.4444444444444444,NA,NS,1.1,NA,1,2012,R028BY011NV,39.94732323,-114.54527382,NV,2091,White Pine,NA,10.66666667,33.33333333,26.66666667,3.05555556,Grasslands
12082915531750952012-09-01,PIMO,NA,NA,TerrADat,120902100650549,NS,1.1,NA,SM,1.4444444444444444,NA,NS,1.1,NA,1,2012,R028BY011NV,39.94732323,-114.54527382,NV,2091,White Pine,NA,10.66666667,33.33333333,26.66666667,3.05555556,Grasslands
12050308373927752012-09-01,JUNIP,NA,NA,TerrADat,1206280853093290,NS,1.5,NA,M,1.6666666666666667,"Missing deep-rooted, cool-season perennial grasses.  High invasive vegetative cover.",NS,1.2,NA,3,2012,R024XY030NV,40.59778535,-117.469727,NV,1985,Humboldt,NA,11.33333333,8.66666667,24,1.72222222,Grasslands
11071409184817042011-09-01,PIMO,NA,NA,TerrADat,1107141207275886,NS,1.3,most important categories NS,M,1.7777777777777777,very high cheatgrass cover,NS,1,preponderance of evidence for NS,2,2011,R024XY016NV,39.46867537,-117.64564432,NV,2394,Lander,NA,38.66666667,45.33333333,0.66666667,4,Savannas
1107201610162202011-09-01,PIMO,NA,NA,TerrADat,1107211823122998,SM,1.6,"Trails and resulting compaction layers are cause for concern, though note that all run horizontally across slope, as opposed to down length of slope.",SM,1.5555555555555556,The expected deep-rooted bunchgrasses are not present.,NS,1.2,"Despite presence of compaction layer, good quality of other indicators keeps this at NS",3,2011,R024XY027NV,39.30412173,-117.69439591,NV,2429,Lander,NA,67.33333333,17.33333333,6.66666667,3.22222222,Grasslands
11072108581185312011-09-01,JUOS,NA,NA,TerrADat,1107211846575085,NS,1.4,Indicators with M rating not weighted enough to raise overall attribute ratings.,NS,1.3333333333333333,Lack of potential invasives on site balances lack of deep-rooted bunchgrasses.,NS,1,All indicators rated NS.,3,2011,R024XY027NV,39.34408837,-117.69522062,NV,2291,Lander,NA,44.66666667,22,10,4.44444444,Grasslands
11072514211137502011-09-01,PIMO,NA,NA,TerrADat,1107261444291978,SM,1.3,Minor rill formation and some terracetting on steeper slopes on site; all leading to nearby drainages.  Cattle trampling will only exacerbate these effects.,NS,1.1111111111111112,"deep-rooted bunchgrasses on site have been replaced by shallow-rooted bungrasses, but healthy sagebrush cover and not much invasive cover",NS,1.2,"some water flow patterns and terracettes on nearby slope, but otherwise all other categories are none-to-slight.",2,2011,R027XY032NV,39.46718817,-117.69270072,NV,1890,Churchill,NA,41.33333333,19.33333333,12.66666667,3.61111111,Grasslands
11072514211137502011-09-01,JUOS,NA,NA,TerrADat,1107261444291978,SM,1.3,Minor rill formation and some terracetting on steeper slopes on site; all leading to nearby drainages.  Cattle trampling will only exacerbate these effects.,NS,1.1111111111111112,"deep-rooted bunchgrasses on site have been replaced by shallow-rooted bungrasses, but healthy sagebrush cover and not much invasive cover",NS,1.2,"some water flow patterns and terracettes on nearby slope, but otherwise all other categories are none-to-slight.",2,2011,R027XY032NV,39.46718817,-117.69270072,NV,1890,Churchill,NA,41.33333333,19.33333333,12.66666667,3.61111111,Grasslands
11072614502775462011-09-01,PIMO,NA,NA,TerrADat,1107270915381612,SM,1.9,"Most important indicators are split between M and NS.  Overall, site stability is good.  Only compromise to hydrologic function is minor water-flow patterns and terracetting on part of plot.",NS,1.4444444444444444,No invasives on plot.  Deep-rooted bunchgrasses have been replace by shallow-rooted bunchgrasses.,NS,1.5,Soils appear stable despite water flow patterns on-site.  Only one horse trail on upslope part of plot.,3,2011,R027XY032NV,39.48832338,-117.67333939,NV,1843,Churchill,NA,60,26.66666667,4,4.22222222,Grasslands
15022607515112972016-09-01,JUNIP,NA,NA,TerrADat,1609061704427817,M,1.4,annual invasives dominating plot negitively affecting infiltration.,M,1.6666666666666667,"deep rooted cool-season grasses very common, but cheatgrass dominated plot",NS,1,NA,4,2016,R024XY029NV,40.78676686,-117.58994545,NV,6737,Humboldt,NA,9.33333333,2,7.33333333,4.11111111,Grasslands
11082416061988082011-09-01,JUOS,NA,NA,TerrADat,110824195040134,SM,1.7,Some evidence of non-reference water movement.,M,2,"Cheatgrass common, but expected perennial bunchgrasses healthy and prevalent; shrubs somewhat lacking.",SM,1.4,Some evidence of erosion in water flow pattern and pedestal formation.,2,2011,R023XY039NV,40.06052706,-119.92017794,NV,1563,Washoe,NA,44,5.33333333,0.66666667,3.27777778,Grasslands
11082409121934442011-09-01,JUOS,NA,NA,TerrADat,1108240929289334,SM,1.6,Preponderance of evidence for S/M,SM,1.6666666666666667,Preponderance of evidence for S/M,SM,1.4,Terracettes were common on site and a few water flow patterns were noted throughout,3,2011,R026XY025NV,40.12720428,-119.77361677,NV,1503,Washoe,NA,5.33333333,17.33333333,22,2.83333333,Grasslands
14031115293278882016-09-01,JUOC,NA,NA,TerrADat,1605101122046016,SM,1.2,NA,ET,1.8888888888888888,NA,NS,1,NA,3,2016,R024XY057NV,41.01019231,-118.06918526,NV,5308,Humboldt,NA,0.66666667,0,36.66666667,2.77777778,Grasslands
14081214392039282016-09-01,JUOC,NA,NA,TerrADat,1605101305522124,M,1.5,NA,M,1.8888888888888888,NA,SM,1.3,NA,3,2016,R024XY028NV,41.00198207,-118.08215583,NV,6086,Humboldt,NA,12.66666667,0,10.66666667,1.88888889,Grasslands
17071807465144482017-09-01,JUOC,NA,NA,TerrADat,1711081436484510,NA,2,NA,NA,1.8888888888888888,NA,NA,2,NA,0,2017, UNKNOWN,43.89206399,-117.9772803,OR,1532,Malheur,NA,35.33333333,29.33333333,4.66666667,4.94444444,Grasslands
11061707365549822011-09-01,JUOS,NA,NA,TerrADat,1106171144117221,SM,1.6,NA,ME,2,NA,SM,1.6,NA,3,2011,R028AY035NV,38.37914278,-114.37719696,NV,1984,Lincoln,NA,2.66666667,14,15.33333333,2.61111111,Savannas
11061707365549822011-09-01,PIMO,NA,NA,TerrADat,1106171144117221,SM,1.6,NA,ME,2,NA,SM,1.6,NA,3,2011,R028AY035NV,38.37914278,-114.37719696,NV,1984,Lincoln,NA,2.66666667,14,15.33333333,2.61111111,Savannas
11061808064342642011-09-01,PIMO,NA,NA,TerrADat,1106181040541008,NS,1.1,NA,ME,1.7777777777777777,NA,NS,1.1,NA,1,2011,R028AY126NV,38.40396686,-114.35960511,NV,2258,Lincoln,NA,4,8,2,2.83333333,Savannas
11061808064342642011-09-01,JUOS,NA,NA,TerrADat,1106181040541008,NS,1.1,NA,ME,1.7777777777777777,NA,NS,1.1,NA,1,2011,R028AY126NV,38.40396686,-114.35960511,NV,2258,Lincoln,NA,4,8,2,2.83333333,Savannas
11062007340442472011-09-01,PIMO,NA,NA,TerrADat,1106200946188350,NS,1.2,NA,M,2,not sure why pj was increaser instead of invader. Would be m to e if pj was invader on site,NS,1,NA,2,2011,R028AY088NV,38.34892506,-114.20352155,NV,2014,Lincoln,NA,2.66666667,0.66666667,3.33333333,4.16666667,Grasslands
11062007340442472011-09-01,JUOS,NA,NA,TerrADat,1106200946188350,NS,1.2,NA,M,2,not sure why pj was increaser instead of invader. Would be m to e if pj was invader on site,NS,1,NA,2,2011,R028AY088NV,38.34892506,-114.20352155,NV,2014,Lincoln,NA,2.66666667,0.66666667,3.33333333,4.16666667,Grasslands
12091915522175412012-09-01,JUOS,NA,NA,TerrADat,1209191720326935,NA,0.6,NA,NA,0.7777777777777778,NA,NA,0.8,NA,0,2012,R023XY008NV,40.07843598,-119.78711409,NV,2184,Washoe,NA,28.66666667,9.33333333,7.33333333,1.27777778,Grasslands
12100312162549032012-09-01,JUOS,NA,NA,TerrADat,1210031436442337,SM,1.2,"Though most indicators are rated at NS, alterations in plant community should be given more weight when considering impacts on hydrologic fxn.",M,1.6666666666666667,There have been great alterations in the dominance of species between functional/structural groups.,NS,1.1,NA,2,2012,R023XY020NV,40.0093188,-119.86206961,NV,1689,Washoe,NA,10.66666667,14,2.66666667,2.38888889,Grasslands
12100316555572452012-09-01,JUOS,NA,NA,TerrADat,1210031758263887,M,1.6,"Though most indicators are rated as NS, there is a preponderance of evidence in the plant community changes to suggest that hydrologic fxn is negatively impacted.",ME,2.111111111111111,"Cheat grass has become dominant, drastically changing the integrity of natives on site.",NS,1.3,NA,4,2012,R023XY031NV,40.02701174,-119.93078059,NV,1669,Washoe,NA,6.66666667,9.33333333,5.33333333,1.22222222,Grasslands
12100412273519212012-09-01,JUOS,NA,NA,TerrADat,1210041424197591,SM,1.5,There have plant community changes that have the potential to negatively affect hydrologic fxn.,M,2.111111111111111,BRTE has become the dominant plant on site and shrubs and bunchgrasses have been greatly reduced.,NS,1.2,NA,2,2012,R026XY022NV,39.92188977,-119.73979207,NV,1632,Washoe,NA,8.66666667,11.33333333,1.33333333,1.83333333,Grasslands
12060512412096252012-09-01,JUOS,NA,NA,TerrADat,1206060853445832,M,2.1,Hydrologic function has been negatively impacted by a loss of perennial grasses and horse trampling.,ME,2.7777777777777777,Bunchgrasses being replaced by cheatgrass.   Wyoming Big Sage being replaced by Rabbitbrush.,M,1.5,"Soil stability is greatly reduced.   Wild horse trample is apparent throughout the site, which has led to loss of vegetation to hold the soil in place.",4,2012,R026XY010NV,39.86521938,-119.59496498,NV,1487,Washoe,NA,7.33333333,12,10.66666667,1,Grasslands
12060609271997372012-09-01,JUOS,NA,NA,TerrADat,1206061633298876,M,2.1,Reduction in soil stability contributes to a loss of hydrologic function.,M,2.7777777777777777,Bunchgrasses being replaced by cheatgrass.,M,1.7,Soil stability is greatly reduced.,4,2012,R026XY017NV,39.85755777,-119.59717758,NV,1636,Washoe,NA,3.33333333,13.33333333,16,1,Grasslands
1107071151452502011-09-01,JUOS,NA,NA,TerrADat,1107071340255852,NS,1.2,NA,SM,1.3333333333333333,cool season bunchgrasses lack in annual prod'x.,NS,1.2,NA,2,2011,R028BY011NV,39.7939088,-115.29432049,NV,1893,White Pine,NA,9.33333333,30,28,4.22222222,Grasslands
17081312544752402017-09-01,JUOC,NA,NA,TerrADat,1710191407237326,NA,1.7,NA,NA,1.8888888888888888,NA,NA,1.7,NA,0,2017,R010XC030OR,44.03772589,-117.912627,OR,1152,Malheur,NA,25.33333333,8,4.66666667,5,Grasslands
17081212211076052017-09-01,JUOC,NA,NA,TerrADat,1710191021126311,NA,1.4,NA,NA,1.5555555555555556,NA,NA,1.4,NA,0,2017,R010XC050OR,44.00677512,-118.0281429,OR,1406,Malheur,NA,55.33333333,1.33333333,6.66666667,3,Grasslands
17081208073431122017-09-01,JUOC,NA,NA,TerrADat,1710191322166739,NA,1.5,NA,NA,1.8888888888888888,NA,NA,1.3,NA,0,2017,R010XC050OR,43.96146169,-118.0534083,OR,1437,Malheur,NA,36,2,16.66666667,2.5,Grasslands
17050910003614162017-09-01,JUOC,NA,NA,TerrADat,1705091701597631,NA,1.5,NA,NA,0.8888888888888888,NA,NA,1.7,NA,0,2017,R010XC020OR,44.632975,-117.501239,OR,957,Baker,NA,52,15.33333333,11.33333333,5.44444444,Grasslands
17081213141191722017-09-01,JUOC,NA,NA,TerrADat,1711072236358500,NA,0.8,NA,NA,0.7777777777777778,NA,NA,0.9,NA,0,2017,R010XC030OR,44.10638578,-117.735616,OR,1230,Malheur,NA,24,11.33333333,6,3.88888889,Grasslands
17081510431113692017-09-01,JUOC,NA,NA,TerrADat,1711081951594316,NA,1,NA,NA,0.7777777777777778,NA,NA,1.1,NA,0,2017,R010XC038OR,44.11183883,-118.1173349,OR,1517,Malheur,NA,65.33333333,0,8,3,Grasslands
17051812570325112017-09-01,JUOC,NA,NA,TerrADat,1711111015575867,NA,1,NA,NA,0.7777777777777778,NA,NA,1.1,NA,0,2017,R010XC038OR,43.96914318,-117.9204747,OR,1348,Malheur,NA,46,36,10,3.77777778,Grasslands
17070108420752292017-09-01,JUOC,NA,NA,TerrADat,1710170914277992,NA,1.8,NA,NA,2.111111111111111,NA,NA,1.8,NA,0,2017,R010XC066OR,44.66918902,-117.4063117,OR,1322,Baker,NA,90.66666667,35.33333333,2,5.05555556,Grasslands
17081007010818832017-09-01,JUOC,NA,NA,TerrADat,1710191204273405,NA,1.9,NA,NA,2.2222222222222223,NA,NA,1.9,NA,0,2017,R010XC050OR,43.90146411,-117.8271232,OR,1132,Malheur,NA,15.33333333,34.66666667,2,4,Grasslands
17081111343199562017-09-01,JUOC,NA,NA,TerrADat,1710201300288645,NA,2.1,NA,NA,2,NA,NA,2.3,NA,0,2017,R010XC050OR,43.92460682,-118.0227993,OR,1474,Malheur,NA,44,0,12.66666667,4.77777778,Grasslands
17060308355482942017-09-01,JUOC,NA,NA,TerrADat,170608152102519,NA,1.7,NA,NA,1.8888888888888888,NA,NA,1.8,NA,0,2017,R010XC038OR,44.01783595,-118.0208193,OR,1509,Malheur,NA,51.33333333,4.66666667,17.33333333,NA,Grasslands
17060412083636282017-09-01,JUOC,NA,NA,TerrADat,1706221253387380,NA,1.8,NA,NA,2,NA,NA,1.9,NA,0,2017,R010XC030OR,44.12112447,-117.8613968,OR,1235,Malheur,NA,66,8,9.33333333,NA,Grasslands
17060314310453612017-09-01,JUOC,NA,NA,TerrADat,1706081517469680,NA,1.6,NA,NA,1.6666666666666667,NA,NA,1.7,NA,0,2017,R010XC043OR,43.9815024,-118.0416818,OR,1444,Malheur,NA,60.66666667,0.66666667,12.66666667,NA,Grasslands
17060509573836152017-09-01,JUOC,NA,NA,TerrADat,1706221726505075,NA,1.3,NA,NA,1.5555555555555556,NA,NA,1.4,NA,0,2017,R010XC030OR,44.05558698,-117.901601,OR,1132,Malheur,NA,16.66666667,0,6.66666667,NA,Grasslands
17060608442738402017-09-01,JUOC,NA,NA,TerrADat,1706221224059177,NA,1.8,NA,NA,1.5555555555555556,NA,NA,1.9,NA,0,2017,R010XC054OR,43.97302263,-118.1170248,OR,1107,Malheur,NA,31.33333333,2.66666667,10,NA,Grasslands
1707151328096202017-09-01,JUOC,NA,NA,TerrADat,1711011132258603,NA,1.3,NA,NA,1.7777777777777777,NA,NA,1.3,NA,0,2017, UNKNOWN,43.72389196,-117.7317108,OR,992,Malheur,NA,12.66666667,0.66666667,9.33333333,NA,Grasslands
17070109562450532017-09-01,JUOC,NA,NA,TerrADat,1712061223256865,NA,1.7,NA,NA,2.2222222222222223,NA,NA,1.7,NA,0,2017,R010XC054OR,44.73894286,-117.3709379,OR,1528,Baker,NA,76,0,8.66666667,5.94444444,Grasslands
17081411141924742017-09-01,JUOC,NA,NA,TerrADat,1711211117392321,NA,1.5,NA,NA,1.3333333333333333,NA,NA,1.9,NA,0,2017, UNKNOWN,44.075737,-117.98841858,OR,1278,Malheur,NA,55.33333333,8,0,3.66666667,Grasslands
17081210151571632017-09-01,JUOC,NA,NA,TerrADat,1711062029554952,NA,1.6,NA,NA,0.4444444444444444,NA,NA,1.7,NA,0,2017,R010XC064OR,43.98059375,-117.843942,OR,1085,Malheur,NA,76,18.66666667,4.66666667,4.77777778,Grasslands
17071611333472942017-09-01,JUOC,NA,NA,TerrADat,1711132210599638,NA,0.7,NA,NA,0.8888888888888888,NA,NA,0.8,NA,0,2017,R010XC037OR,43.21245616,-117.2565866,OR,1797,Malheur,NA,50,36,1.33333333,5.77777778,Grasslands
17081510374774352017-09-01,JUOC,NA,NA,TerrADat,1711132259375873,NA,0.6,NA,NA,0.7777777777777778,NA,NA,0.7,NA,0,2017, UNKNOWN,44.115906,-118.125452,OR,1580,Malheur,NA,76,17.33333333,5.33333333,2.44444444,Grasslands
17081408374853542017-09-01,JUOC,NA,NA,TerrADat,1711071532572914,NA,1.7,NA,NA,1.8888888888888888,NA,NA,1.8,NA,0,2017, UNKNOWN,44.06506913,-118.0395395,OR,1261,Malheur,NA,66,25.33333333,1.33333333,4.44444444,Grasslands
17081408101440962017-09-01,JUOC,NA,NA,TerrADat,1711081119461439,NA,1.4,NA,NA,2,NA,NA,1.3,NA,0,2017,R010XC030OR,44.04930356,-117.9608095,OR,1230,Malheur,NA,59.33333333,0.66666667,6,3.61111111,Grasslands
17080108114424982017-09-01,JUOC,NA,NA,TerrADat,1711081222143281,NA,2.5,NA,NA,2.4444444444444446,NA,NA,2.4,NA,0,2017, UNKNOWN,43.90683394,-118.0057754,OR,1588,Malheur,NA,61.33333333,37.33333333,4,4.11111111,Grasslands
1708151237307992017-09-01,JUOC,NA,NA,TerrADat,1712051218544221,NA,1.9,NA,NA,2.3333333333333335,NA,NA,1.8,NA,0,2017, UNKNOWN,44.0235444,-118.1381154,OR,1582,Malheur,NA,56.66666667,26.66666667,0.66666667,5.70588235,Grasslands
17071710035962822017-09-01,JUOC,NA,NA,TerrADat,171205155034926,NA,1.3,NA,NA,1.7777777777777777,NA,NA,1.3,NA,0,2017, UNKNOWN,44.118103,-117.7826195,OR,1264,Malheur,NA,82.66666667,18,2.66666667,5.05555556,Grasslands
17071309203295572017-09-01,JUOC,NA,NA,TerrADat,1710272208433120,NA,0.9,NA,NA,1.1111111111111112,NA,NA,1,NA,0,2017,R010XC038OR,43.63079692,-118.0612632,OR,1233,Malheur,NA,54.66666667,0,2.66666667,NA,Grasslands
17080610433237692017-09-01,JUOS,NA,NA,TerrADat,1708061543522687,SM,2.1,"Lack of deep rooted bunchgrasses limits infiltration. Pedestals, terracettes, water flow patterns and litter movement are present on site.",SM,1.4444444444444444,NA,SM,1.9,"Pedestals, terracettes, water flow patterns and litter movement are present. Lack of epipedon indicates runoff from site.",2,2017,R024XY030NV,41.62775,-114.39896,NV,1699,Elko,NA,45.33333333,29.33333333,6,5.22222222,Grasslands
17080816581291742017-09-01,JUOS,NA,NA,TerrADat,1708090959427777,M,2.1,"Deep rooted bunchgrasses reduced and bare ground significant, which reducing infiltration. Lack of ochric epipedon and litter movement indicate runoff from site.",M,1.7777777777777777,NA,M,2,"Significant water flow patterns, pedestals and terracettes, along with litter movement and lack of ochric epipedon indicate runoff from site and reduced soil stability.",2,2017,R024XY030NV,41.48271,-114.67145,NV,1913,Elko,NA,33.33333333,25.33333333,8,4.77777778,Grasslands
17072009183943132017-09-01,JUOS,NA,NA,TerrADat,1707251152261055,M,1.6,Indicators suggest that there is water moving off site. Bunchgrasses are reduced and shrubs that help with mitigation of raindrop impact and snow catch do not show strong vigor. Juniper is moving into the site.,SM,1.4444444444444444,Bunchgrasses are sub-dominate and the high litter cover can impact recruitment of new bunchgrasses.,SM,1.6,Interconnected water-flow patterns and movement of large woody litter indicate a moderately impacted soil surface.,2,2017,R025XY019NV,40.15474,-115.6999,NV,1829,Elko,NA,27.33333333,18.66666667,20,4.61111111,Grasslands
17072909530364972017-09-01,JUOC,NA,NA,TerrADat,1708311137261524,NS,1.4,Hydrologic Function indicators have not changed greatly from the reference state.,M,1.6666666666666667,Most Biotic Integrity indicators have not changed but the variation in plant functional/structural groups as well as JUOC encroachment taking place has impacted BI.,NS,1.1,Soil/Sute stability indicators have not changed greatly from the reference state.,2,2017,R023XY059NV,41.87144,-119.9696,NV,1705.5,Washoe,NA,20.66666667,34.66666667,13.33333333,3.11111111,Grasslands
